,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,fname,nAgets,blah,fit1,fit2,ll,short_fname,lab,cluster
84041,0.9092238585044663,-0.010760321336835224,-1.8502501074653614,0.03726446558708344,0.007206366701339041,-1.4351592726933649,-7.223563625977938,2.6676109363454317,0.0028959591463433316,95.34560007660983,22.136738015862477,3.8172269350960297,46.26929147211078,20.190264714550583,1.5175263024429873,1.0411374671287232,-1.1404419237129197,-0.1384226597701065,0.0010045223358280892,1.2051164436351622,-0.1670174222955531,-0.9001962041351511,-0.36612500031897927,0.1715014515224355,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt41,200,41,36,0,-113996.9636254326,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84042,0.931329125272919,-0.011840316335627694,-1.7745372544945395,-0.03410864234214386,0.006778074647809885,-1.4836933270962178,-7.246813552715744,2.6064620699868515,0.00018898297201709255,95.35508582545192,22.652212887979868,3.826200781162799,47.01132383418534,20.66698946015462,1.5714556202471033,0.9903224528158924,-1.0929690611727438,-0.12516995777185647,0.0010261786701847705,1.1617531487318729,-0.13830332502973397,-0.9088474371669084,-0.2820648502932009,0.2132562620053311,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt42,200,42,35,0,-114493.2440802111,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84044,0.9529732133947749,-0.007952147368799137,-1.6810574614309317,0.0028152398757550256,0.02226073429623838,-1.4358502342173995,-7.80501391714542,3.2019576974144117,0.07114174914867744,106.73764093027094,23.93310091627376,3.396610696920052,53.31825756455325,21.89139591442164,1.4150229200521065,0.9897757101035789,-1.317858371185853,-0.11361510927233198,0.00039136509284531056,1.2061753758275127,-0.24312080987503962,-0.9227742516377936,-0.32025554096620057,0.18673258674204846,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt44,200,44,40,0,-113989.27497831691,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84046,0.951154371370872,-0.005920078102904722,-1.6926275027937838,0.005895423657473355,0.013889701808688018,-1.411170403701473,-8.15278686255809,3.457048368490299,0.01266424267591069,108.59887773281218,27.59349553765515,3.0811247934182515,54.01823241341634,25.20307384017272,1.1450318252261389,1.018357640182109,-1.4042579901669345,-0.11197230958258243,0.002642261294402059,1.1964729718317155,-0.23105079660251468,-0.9297965032609465,-0.3398135880785477,0.18217971839944483,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt46,200,46,42,0,-117041.11506263557,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84047,0.9158745732244511,-0.01699090452438716,-1.7553606945274485,0.04666031158586345,0.0008642450457615903,-1.3548471861055496,-7.437489425553414,3.0794245513668823,0.018434410461415633,97.31400657061663,25.662677846818298,3.5721667301659057,47.188635009746896,23.53445511354689,1.368901086616419,1.0513017525677386,-1.332146937334353,-0.12666810396923006,0.0016967314852199703,1.1907861731801015,-0.2263237970549002,-0.9062143867459636,-0.35670538736356716,0.13353883200977626,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt47,200,47,36,0,-114224.57138690812,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84049,0.753769871133178,0.05191116167591669,-7.422361677743219,0.2630334971055611,0.0003817405334590202,-4.165742863566833,-16.76897968657729,4.585329350046009,0.03567807053452829,23.92020552528769,5.601483564514296,2.1329314702097286,11.667663508550262,5.964755649317364,0.6368871930125125,3.3624945715448358,-0.9165521236173071,-0.33889977723054027,0.0021187636813017447,1.1852566133431897,2.1322277438615553,-0.7810349513555275,-0.5310322222481084,-1.0996395382801203,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt49,200,49,196,30,-103578.59408480232,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,,
84050,0.9324686054188663,-0.00593183782781948,-1.7787628209215878,-0.02082809765052527,0.012000025912029472,-1.4734682714058054,-7.149686345741978,2.666693922817256,0.0137702201744216,95.65248932375667,22.78634617856387,3.938973626435154,47.58148459054604,20.856515948198002,1.583261121690596,1.0137953191698887,-1.1498640588763571,-0.12445015984358289,0.0013309221378921168,1.1656977745206718,-0.14753927283779178,-0.9044217253235423,-0.30506677847470487,0.16156323327606414,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt50,200,50,34,0,-113047.1421090024,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84051,0.9166143645133542,-0.02012932310003166,-1.8307727249227244,-0.055475382380618346,0.004404027680290964,-1.5062945889688797,-7.588312852956638,3.080172026959305,0.01849538478965427,98.33684398054976,23.77402545051619,3.401432587388008,47.740632717158206,21.75474297056716,1.3163289363049762,1.012883655561362,-1.3117671804688795,-0.12543986262830328,0.005410440456084012,1.2337471080760065,-0.19712568347751971,-0.9060868961006298,-0.2799297175423992,0.14948097993576762,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt51,200,51,36,0,-115124.9926125471,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84053,0.9287362259356088,-0.009224287675649503,-1.8749999897086245,0.022505605443396113,0.00847166781779285,-1.4538635432089915,-7.587249661163112,3.045630421906712,0.010397720803737895,95.59215623116113,23.02618713577704,3.508415698016579,47.457323649780136,21.142178253185108,1.3246180701033903,1.054687159390772,-1.321510233256191,-0.13172632705776866,0.0002802117251646751,1.2171057191311958,-0.20792365919615086,-0.8995450624861678,-0.36008217910314616,0.1378215606164755,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt53,200,53,37,0,-116119.69707911705,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84054,0.901729466410823,-0.0071044858304581595,-1.8684371471897958,-0.0024532517341495294,0.0016855380722324803,-1.4705666695935007,-7.442191793366662,2.9203739490971743,0.017202290128691212,92.00885954574323,23.524530100435562,3.5342844773568274,44.57670645606211,21.45371081785741,1.414550772040309,1.0745786756604578,-1.32349931526289,-0.13897742901583762,0.00025739358998545255,1.135740575334904,-0.11741062570394677,-0.8977584852432392,-0.31413575128402194,0.18050662343615964,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt54,200,54,37,0,-117083.59243378376,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84055,0.9081152227551778,-0.01091953954413635,-1.8309582822192274,0.012367568990756679,0.002268620998759006,-1.3881909207772634,-7.3464833711961095,3.0833605944328917,0.027390875873016994,94.89572152085398,25.637369168031505,3.5434614780268485,45.88174983984986,23.417680054871983,1.2665807713836275,1.0344100395649198,-1.3175790875271804,-0.13341471078617168,0.0007679068724215554,1.193156662103062,-0.24172359025089088,-0.9043003150104418,-0.3477205715068259,0.06740993757159006,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt55,200,55,34,0,-116206.03838842126,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84056,0.8969242451123502,-0.0032458264629915616,-1.9611350820463522,0.0468626470795742,0.026435521818998338,-1.3948609310504931,-7.0815225333926435,2.5599588177212578,0.015593923394190684,96.8830840234496,24.78726164437595,3.919822760092926,46.351999058555144,22.459849575551708,1.6773092541039543,1.076108578500172,-1.1343653038137234,-0.13080811777444273,0.0012453304343512986,1.1569797311788819,-0.12554548902166712,-0.9079623222338004,-0.3981295272274553,0.17643713928707655,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt56,200,56,35,0,-112971.53078432656,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84057,0.9099943615963457,-0.006095595559888931,-1.8088855292640855,0.026564463674549538,0.01887339712645295,-1.4463329490012622,-6.997149046737327,2.626978576764778,0.004737125777613697,99.8628335008914,22.105232157387956,4.067665863034453,48.173195947340155,20.193337089831054,1.5560119189252455,1.049902196505854,-1.1147766862181365,-0.12718456735353914,0.001323824029102783,1.190436881299032,-0.20139172299146085,-0.9110026251073885,-0.36271507325078195,0.13405543637164585,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt57,200,57,34,0,-112722.97695794702,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
84058,0.9145845178864763,-0.002822063698587728,-1.8454580638864506,-0.017924208088824674,0.002357283138437595,-1.4948197343238414,-7.524459826674624,2.890703884545338,0.0042651141086955495,90.79280551174875,22.99575284934261,3.5109909599173372,44.240556229383515,21.229752662065557,1.3548175944125105,1.0571421543550084,-1.2225593025082195,-0.14125816610676364,0.0007198710285036679,1.1926200380489116,-0.11099820912071068,-0.9082375855270612,-0.2988418861965078,0.15008898681094102,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt_final_timepoint_samp.txt58,200,58,39,0,-115305.17989283,samples_run200_AGETs.13_randomnumber.20000_it.96_walkers.3_technicalreplicate_restart1.txt,4.0,3.0
